ENSEMBL,logFC,AveExpr,t,P.Value,adj.P.Val,B,direction,ENTREZID,SYMBOL,GENENAME
ENSG00000167972,-2.83388311684923,4.7583433641085,-6.02491978678937,3.8740304414076e-06,0.000742457318735209,4.4280236291562,down.reg,21,ABCA3,ATP binding cassette subfamily A member 3
ENSG00000238227,-1.61093793758425,4.86312690930638,-6.01082713044232,4.00671247365251e-06,0.000752468949869595,4.41968646703831,down.reg,90120,TMEM250,transmembrane protein 250
ENSG00000196182,-2.67956261876506,5.74583785507291,-6.00334136695783,4.07906431243125e-06,0.000758159283389928,4.4024839772731,down.reg,83931,STK40,serine/threonine kinase 40
ENSG00000179941,1.79894259349736,2.95906038494053,5.97861547825712,4.32764454937802e-06,0.000790798425432561,4.34663091164012,up.reg,79738,BBS10,Bardet-Biedl syndrome 10
ENSG00000138867,-1.21764686325752,6.51674656629966,-5.95232188056001,4.60895414996851e-06,0.000825960509781944,4.2787581421108,down.reg,83606,GUCD1,guanylyl cyclase domain containing 1
ENSG00000267321,2.76258081287554,2.53171215424806,5.94729040349725,4.66487245055126e-06,0.000825960509781944,4.27436086714372,up.reg,,,
ENSG00000029639,1.68987611783301,2.96146425531086,5.94512177728054,4.68918648399849e-06,0.000825960509781944,4.27072109737046,up.reg,51106,TFB1M,"transcription factor B1, mitochondrial"
ENSG00000157227,-1.90953888549845,8.16783470309256,-5.94250232586671,4.71872718994621e-06,0.000825960509781944,4.25826186115212,down.reg,4323,MMP14,matrix metallopeptidase 14
ENSG00000103549,-2.00342625059089,6.53538115086699,-5.93805447194622,4.76932234861919e-06,0.000826789544454379,4.24762100490403,down.reg,9810,RNF40,ring finger protein 40
ENSG00000243499,2.97420924922623,0.0515729315894511,6.13022886999819,3.01419587015509e-06,0.000670193243841354,4.23797830588958,up.reg,,,
ENSG00000229083,2.60779565335863,1.05633141687416,5.97719405053542,4.34239525862907e-06,0.000790798425432561,4.23045627654776,up.reg,,,
ENSG00000242125,2.37192374396969,3.442902499318,5.9166413527073,5.0207423643314e-06,0.000862085372252674,4.20343571451995,up.reg,8420,SNHG3,small nucleolar RNA host gene 3
ENSG00000140521,-2.28444751095255,5.51387167141961,-5.90812236166319,5.12448228127702e-06,0.000864310491344154,4.18618087427539,down.reg,5428,POLG,"DNA polymerase gamma, catalytic subunit"
ENSG00000167657,-1.8533461100308,5.13484872264084,-5.90770816936163,5.12958137300042e-06,0.000864310491344154,4.18506950668431,down.reg,1613,DAPK3,death associated protein kinase 3
ENSG00000141959,-1.75785334149559,6.85639872187055,-5.89018597575145,5.35009445232385e-06,0.00087598581628008,4.13638956948371,down.reg,5211,PFKL,"phosphofructokinase, liver type"
ENSG00000099917,-2.09648789943274,6.10169077868739,-5.88391761731203,5.43130341744636e-06,0.00087598581628008,4.12652021957704,down.reg,51586,MED15,mediator complex subunit 15
ENSG00000099889,-2.047823795953,4.42958367145002,-5.8812205728422,5.46662962787536e-06,0.00087598581628008,4.1164349454169,down.reg,421,ARVCF,ARVCF delta catenin family member
ENSG00000132300,1.53799918880841,5.45001961227044,5.88066589725575,5.47392377777606e-06,0.00087598581628008,4.11188419368107,up.reg,55037,PTCD3,pentatricopeptide repeat domain 3
ENSG00000130202,-1.44419619706009,6.3536078251452,-5.87929745754726,5.49196156085776e-06,0.00087598581628008,4.1110203894237,down.reg,5819,NECTIN2,nectin cell adhesion molecule 2
ENSG00000175224,-1.29969967795655,6.23759340219085,-5.87557425923447,5.54134486677695e-06,0.00087598581628008,4.10292019016863,down.reg,9776,ATG13,autophagy related 13
ENSG00000134452,-1.70431329601016,4.4798568865473,-5.86851938653288,5.63616144481054e-06,0.00087598581628008,4.09636192155841,down.reg,84893,FBH1,F-box DNA helicase 1
ENSG00000142459,-2.24876164245762,4.38596882175573,-5.87852649334594,5.50215048193795e-06,0.00087598581628008,4.09402655176612,down.reg,115704,EVI5L,ecotropic viral integration site 5 like
ENSG00000204580,-2.20727528847491,8.37019783915365,-5.8692210970443,5.62665705923389e-06,0.00087598581628008,4.08858776469117,down.reg,780,DDR1,discoidin domain receptor tyrosine kinase 1
ENSG00000167962,-2.37603455637776,5.00881729230345,-5.85826248337017,5.77696662853145e-06,0.000890195994408492,4.07288031794673,down.reg,90850,ZNF598,zinc finger protein 598
ENSG00000105229,-1.79416898256064,4.84038160769553,-5.84624146816073,5.94655362785193e-06,0.000908562842004596,4.04574501779091,down.reg,51588,PIAS4,protein inhibitor of activated STAT 4
ENSG00000142327,-1.59139839498715,5.20886633050635,-5.83893095563319,6.05215534897406e-06,0.000916926964593725,4.02668537737651,down.reg,57140,RNPEPL1,arginyl aminopeptidase like 1
ENSG00000007202,-2.66954731417768,6.32525837313795,-5.82178172650737,6.30743040158076e-06,0.000924989910785419,3.98760309799854,down.reg,9703,KIAA0100,KIAA0100
ENSG00000132613,-3.18788182915253,4.62327522384692,-5.83199417333232,6.15412253644768e-06,0.000924605626746794,3.95991149865479,down.reg,92154,MTSS2,MTSS I-BAR domain containing 2
ENSG00000113328,1.43974160032015,5.96740504438059,5.81047571034775,6.4816919971253e-06,0.000924989910785419,3.9492910406637,up.reg,900,CCNG1,cyclin G1
ENSG00000196642,-1.95093975152958,6.29619682739705,-5.80687085346308,6.53827777621185e-06,0.000924989910785419,3.94857320342454,down.reg,55684,RABL6,"RAB, member RAS oncogene family like 6"
ENSG00000172819,-2.06501251952482,5.80368122393863,-5.80450657049058,6.57566273839642e-06,0.000924989910785419,3.94787635057986,down.reg,5916,RARG,retinoic acid receptor gamma
ENSG00000141736,-1.82233163382605,7.10110607692023,-5.8079492337742,6.52129786455936e-06,0.000924989910785419,3.94664886688733,down.reg,2064,ERBB2,erb-b2 receptor tyrosine kinase 2
ENSG00000152359,1.80887978843409,2.4180244077376,5.80159103388299,6.62206386115105e-06,0.000924989910785419,3.94095606601364,up.reg,134359,POC5,POC5 centriolar protein
ENSG00000141750,-2.44124218085083,6.640553627738,-5.79719698326559,6.6926257061667e-06,0.000924989910785419,3.93251177183139,down.reg,342667,STAC2,SH3 and cysteine rich domain 2
ENSG00000205356,-1.62608422871251,4.68960494385551,-5.79426319889914,6.74016314260263e-06,0.000924989910785419,3.92722404928695,down.reg,25851,TECPR1,tectonin beta-propeller repeat containing 1
ENSG00000214029,1.90906027601898,1.88155548780916,5.81494317396126,6.41225636157726e-06,0.000924989910785419,3.91879491519686,up.reg,101060200,ZNF891,zinc finger protein 891
ENSG00000117298,-2.30772239100287,6.33483892073159,-5.79222449405195,6.77339929731064e-06,0.000924989910785419,3.91636255444624,down.reg,1889,ECE1,endothelin converting enzyme 1
ENSG00000176022,-1.69161053384964,5.14354206908315,-5.78863080949919,6.83239203203752e-06,0.000924989910785419,3.91213474481932,down.reg,126792,B3GALT6,"beta-1,3-galactosyltransferase 6"
ENSG00000118046,-1.57980096209254,5.97983429570253,-5.79106557193725,6.79236697508863e-06,0.000924989910785419,3.91044704812266,down.reg,6794,STK11,serine/threonine kinase 11
ENSG00000204843,-2.1921995618792,5.87920386413209,-5.78605724384235,6.87495967858706e-06,0.000924989910785419,3.903656371871,down.reg,1639,DCTN1,dynactin subunit 1
ENSG00000087152,-1.78778320262584,5.25012884965465,-5.75920661481613,7.33549436744272e-06,0.000972438440813418,3.84440774371514,down.reg,56970,ATXN7L3,ataxin 7 like 3
ENSG00000179611,-3.13673650134727,4.80599129209754,-5.77481763089974,7.06405080540135e-06,0.000943390903485785,3.83153075428982,down.reg,,,
ENSG00000162769,1.45786643414734,4.20720349564719,5.75593501742492,7.3937118656443e-06,0.00097300168777884,3.82944596159194,up.reg,28982,FLVCR1,feline leukemia virus subgroup C cellular receptor 1
ENSG00000119383,-1.29415514254683,6.59899041635012,-5.75254035179985,7.45461602595352e-06,0.00097390777052113,3.8170726484443,down.reg,5524,PTPA,protein phosphatase 2 phosphatase activator
ENSG00000112033,-2.59703131190403,5.12680225059892,-5.7451172269245,7.58957855122133e-06,0.00097905402843209,3.81211147305509,down.reg,5467,PPARD,peroxisome proliferator activated receptor delta
ENSG00000236682,2.87619759878283,0.355169890599078,5.80074336692903,6.63561696977485e-06,0.000924989910785419,3.80897545791325,up.reg,,,
ENSG00000123064,-2.21411028605438,4.60578294768076,-5.74078824374575,7.66942940348311e-06,0.00097905402843209,3.80211809256489,down.reg,79039,DDX54,DEAD-box helicase 54
ENSG00000228551,3.00069911937158,2.37089920354115,5.73572006522717,7.76400122381243e-06,0.00097905402843209,3.79355779375734,up.reg,,,
ENSG00000186716,-3.02494345097764,6.34952888751666,-5.73563869552036,7.76552920659986e-06,0.00097905402843209,3.79054842417242,down.reg,613,BCR,BCR activator of RhoGEF and GTPase
ENSG00000210144,4.33876690180642,5.34494737110917,5.73806333553439,7.7201295238104e-06,0.00097905402843209,3.78886138549359,up.reg,,,
ENSG00000169180,-2.00354674071799,6.07061894445042,-5.73083002064608,7.85637275338459e-06,0.000979117146934986,3.77219802356484,down.reg,23214,XPO6,exportin 6
ENSG00000139438,-2.04164328802373,4.81409454187078,-5.72652335398671,7.93864926826517e-06,0.000979117146934986,3.77124222556977,down.reg,84915,FAM222A,family with sequence similarity 222 member A
ENSG00000117010,2.05169101844739,1.79115449537432,5.72719331197161,7.92579279243988e-06,0.000979117146934986,3.76461173996953,up.reg,127396,ZNF684,zinc finger protein 684
ENSG00000105726,-1.41984503188602,5.65987286610874,-5.7238255906099,7.99063416720944e-06,0.000979117146934986,3.75494871315208,down.reg,57130,ATP13A1,ATPase 13A1
ENSG00000086544,-1.42644976164069,4.63654413713127,-5.71732860743538,8.11725321713798e-06,0.000979117146934986,3.75162086499384,down.reg,80271,ITPKC,inositol-trisphosphate 3-kinase C
ENSG00000129932,-2.19894520825735,4.12226611241681,-5.72025017291279,8.06006471818681e-06,0.000979117146934986,3.7476235797045,down.reg,83475,DOHH,deoxyhypusine hydroxylase
ENSG00000174842,1.98206184623187,3.87125850657817,5.71585853239948,8.14618514838582e-06,0.000979117146934986,3.7375636043374,up.reg,11146,GLMN,"glomulin, FKBP associated protein"
ENSG00000206573,1.8883432089949,3.97518333311789,5.7002986046883,8.45891493072698e-06,0.00100997203500713,3.7007849932451,up.reg,440944,THUMPD3-AS1,THUMPD3 antisense RNA 1
ENSG00000210135,4.50739191152771,5.32162027251422,5.6951464767077,8.56513133984807e-06,0.0010159260060929,3.69015163489241,up.reg,,,
ENSG00000031823,-1.0688873624816,5.84044109707751,-5.67378206792937,9.02024239897196e-06,0.00105601266370822,3.63649202054795,down.reg,8498,RANBP3,RAN binding protein 3
ENSG00000076826,-2.08766795483746,4.30135542870614,-5.66918488550598,9.12134272124613e-06,0.00106095927691191,3.63498117858676,down.reg,57662,CAMSAP3,calmodulin regulated spectrin associated protein family member 3
